idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:50:06.381275,0.001,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:06.379_000.png
2,2025-08-25T13:50:07.384895,1.004,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:07.382_001.png
3,2025-08-25T13:50:08.394496,2.004,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:08.392_002.png
4,2025-08-25T13:50:09.395514,3.004,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:09.393_003.png
5,2025-08-25T13:50:10.393518,4.003,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:10.391_004.png
6,2025-08-25T13:50:11.389763,5.004,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:11.387_005.png
7,2025-08-25T13:50:12.390380,6.004,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:12.388_006.png
8,2025-08-25T13:50:13.399171,7.004,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:13.397_007.png
9,2025-08-25T13:50:14.388391,8.004,,,"2150 7

4 .68501743604

2200 ...:
1
4
.5

:
2 . 5 .",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_2025-08-25 13:50:14.386_008.png
