idx,t_iso,elapsed_s,ocr_text,extracted_number,img_path
1,2025-09-08T15:35:45.653607,0.001,214,214,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-45.653_000.png
2,2025-09-08T15:35:45.906152,0.251,214,214,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-45.905_001.png
3,2025-09-08T15:35:46.155117,0.501,156,156,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-46.154_002.png
4,2025-09-08T15:35:46.404318,0.751,156,156,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-46.403_003.png
5,2025-09-08T15:35:46.657501,1.001,82,82,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-46.656_004.png
6,2025-09-08T15:35:46.907784,1.251,82,82,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-46.907_005.png
7,2025-09-08T15:35:47.161074,1.501,9,9,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-47.160_006.png
8,2025-09-08T15:35:47.403911,1.751,7,7,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-47.403_007.png
9,2025-09-08T15:35:47.653670,2.001,7,7,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-47.653_008.png
10,2025-09-08T15:35:47.907877,2.251,5,5,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-47.907_009.png
11,2025-09-08T15:35:48.154771,2.501,5,5,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-48.154_010.png
12,2025-09-08T15:35:48.402566,2.75,2,2,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-48.402_011.png
13,2025-09-08T15:35:48.653936,3.001,4,4,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-48.653_012.png
14,2025-09-08T15:35:48.909940,3.251,4,4,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-48.909_013.png
15,2025-09-08T15:35:49.155357,3.501,4,4,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-49.154_014.png
16,2025-09-08T15:35:49.403779,3.751,4,4,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-49.403_015.png
17,2025-09-08T15:35:49.654438,4.001,6,6,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-49.653_016.png
18,2025-09-08T15:35:49.903357,4.25,8,8,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-49.902_017.png
19,2025-09-08T15:35:50.154331,4.501,8,8,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-50.153_018.png
20,2025-09-08T15:35:50.402596,4.751,6,6,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x353mm_y9mm/raster_log_2025-09-08 15:34:05.221_z1mm_x353mm_y9mm_2025-09-08_15-35-50.401_019.png
