x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.002,True,1.0,0.002,2025-09-08 15:46:00.758,2025-09-08 15:46:12.430,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y0mm/raster_log_2025-09-08 15:45:58.716_z2mm_x350mm_y0mm_ocr.csv,18
0.35,0.001,0.002,True,1.0,0.00224,2025-09-08 15:46:12.433,2025-09-08 15:46:21.690,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y1mm/raster_log_2025-09-08 15:45:58.716_z2mm_x350mm_y1mm_ocr.csv,18
0.35,0.002,0.002,True,1.0,0.00283,2025-09-08 15:46:21.693,2025-09-08 15:46:30.955,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y2mm/raster_log_2025-09-08 15:45:58.716_z2mm_x350mm_y2mm_ocr.csv,18
0.35,0.003,0.002,True,1.0,0.00361,2025-09-08 15:46:30.958,2025-09-08 15:46:40.224,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y3mm/raster_log_2025-09-08 15:45:58.716_z2mm_x350mm_y3mm_ocr.csv,18
0.35,0.004,0.002,True,1.0,0.00447,2025-09-08 15:46:40.230,2025-09-08 15:46:49.490,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y4mm/raster_log_2025-09-08 15:45:58.716_z2mm_x350mm_y4mm_ocr.csv,18
0.35,0.005,0.002,True,1.0,0.00539,2025-09-08 15:46:49.493,2025-09-08 15:46:58.757,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y5mm/raster_log_2025-09-08 15:45:58.716_z2mm_x350mm_y5mm_ocr.csv,18
0.351,0.005,0.002,True,1.0,0.00548,2025-09-08 15:46:58.760,2025-09-08 15:47:08.024,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x351mm_y5mm/raster_log_2025-09-08 15:45:58.716_z2mm_x351mm_y5mm_ocr.csv,18
0.351,0.004,0.002,True,1.0,0.00458,2025-09-08 15:47:08.026,2025-09-08 15:47:17.290,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x351mm_y4mm/raster_log_2025-09-08 15:45:58.716_z2mm_x351mm_y4mm_ocr.csv,18
0.351,0.003,0.002,True,1.0,0.00374,2025-09-08 15:47:17.293,2025-09-08 15:47:26.557,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x351mm_y3mm/raster_log_2025-09-08 15:45:58.716_z2mm_x351mm_y3mm_ocr.csv,18
0.351,0.002,0.002,True,1.0,0.003,2025-09-08 15:47:26.560,2025-09-08 15:47:35.824,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x351mm_y2mm/raster_log_2025-09-08 15:45:58.716_z2mm_x351mm_y2mm_ocr.csv,18
0.351,0.001,0.002,True,1.0,0.00245,2025-09-08 15:47:35.827,2025-09-08 15:47:45.089,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x351mm_y1mm/raster_log_2025-09-08 15:45:58.716_z2mm_x351mm_y1mm_ocr.csv,18
0.351,0.0,0.002,True,1.0,0.00224,2025-09-08 15:47:45.092,2025-09-08 15:47:54.357,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x351mm_y0mm/raster_log_2025-09-08 15:45:58.716_z2mm_x351mm_y0mm_ocr.csv,18
0.352,0.0,0.002,True,1.0,0.00283,2025-09-08 15:47:54.360,2025-09-08 15:48:03.623,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x352mm_y0mm/raster_log_2025-09-08 15:45:58.716_z2mm_x352mm_y0mm_ocr.csv,18
0.352,0.001,0.002,True,1.0,0.003,2025-09-08 15:48:03.625,2025-09-08 15:48:12.890,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x352mm_y1mm/raster_log_2025-09-08 15:45:58.716_z2mm_x352mm_y1mm_ocr.csv,18
0.352,0.002,0.002,True,1.0,0.00346,2025-09-08 15:48:12.893,2025-09-08 15:48:22.156,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x352mm_y2mm/raster_log_2025-09-08 15:45:58.716_z2mm_x352mm_y2mm_ocr.csv,18
