idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:48:57.646640,0.0,,,"2025082
02025082 :
:
5::.
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:48:57.643_000.png
2,2025-08-25T13:48:58.627259,1.004,,,"2025082
02025082 :
:
100
5::.
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:48:58.625_001.png
3,2025-08-25T13:48:59.590264,2.004,,,"2025082
02025082:
5::.
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:48:59.588_002.png
4,2025-08-25T13:49:00.677309,3.004,,,"2025082
11
02025082. :
. 4
.
: 2
:: 7.
:
. 2
. .
.
0
:
5
.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:49:00.674_003.png
5,2025-08-25T13:49:01.688400,4.004,,,"2025082
191
02025082:
.
25
22
2
:
::
5
: .
1
. .
. .
0
:
. 1
.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:49:01.685_004.png
6,2025-08-25T13:49:02.678865,5.004,,,"2025082
191
02025082. :
.
.
:
::
: 25
. 52
. . 2
9
0
: :
.
.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:49:02.676_005.png
7,2025-08-25T13:49:03.603485,6.004,,,"2025082
02025082:
5::.
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:49:03.599_006.png
8,2025-08-25T13:49:04.630788,7.004,,,"2025082
02025082 :
:
100
5::.
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:49:04.628_007.png
9,2025-08-25T13:49:05.640141,8.004,,,"2025082
2025082:
:

.
::.2
::.

.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x400mm_y0mm_2025-08-25 13:49:05.637_008.png
