idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:51:11.534083,0.001,52:20,,"2150
2200 :
.
2300
1
7
0
100
:8024
7
484.0150.003
756122546.592052:20.150.:141141
940202590827513:48:25.89567196.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:11.531_000.png
2,2025-08-25T13:51:12.491463,1.003,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:12.489_001.png
3,2025-08-25T13:51:13.482125,2.004,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:13.479_002.png
4,2025-08-25T13:51:14.490106,3.004,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:14.487_003.png
5,2025-08-25T13:51:15.495951,4.004,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:15.493_004.png
6,2025-08-25T13:51:16.482829,5.003,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:16.480_005.png
7,2025-08-25T13:51:17.489428,6.004,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:17.486_006.png
8,2025-08-25T13:51:18.487839,7.004,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:18.484_007.png
9,2025-08-25T13:51:19.502323,8.004,,,"2150
828
2200 : ...:
300 5
. .5
:
825",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y50mm_2025-08-25 13:51:19.499_008.png
