x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:52:42,2025-08-18 10:52:46
0.3,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:52:46,2025-08-18 10:52:49
0.3,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:52:49,2025-08-18 10:52:52
0.3,0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:52:52,2025-08-18 10:52:55
0.3,0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:52:55,2025-08-18 10:52:58
0.3,0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:52:58,2025-08-18 10:53:01
0.35,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:53:01,2025-08-18 10:53:05
0.35,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:53:05,2025-08-18 10:53:08
0.35,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:53:08,2025-08-18 10:53:11
0.35,0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:53:11,2025-08-18 10:53:14
0.35,0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:53:14,2025-08-18 10:53:17
0.35,0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:53:17,2025-08-18 10:53:20
0.3,-0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:53:20,2025-08-18 10:53:23
0.3,-0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:53:23,2025-08-18 10:53:26
0.3,-0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:53:26,2025-08-18 10:53:30
0.3,0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:53:30,2025-08-18 10:53:33
0.3,0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:53:33,2025-08-18 10:53:36
0.3,0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:53:36,2025-08-18 10:53:39
0.35,-0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:53:39,2025-08-18 10:53:42
0.35,-0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:53:42,2025-08-18 10:53:45
0.35,-0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:53:45,2025-08-18 10:53:48
0.35,0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:53:48,2025-08-18 10:53:51
0.35,0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:53:51,2025-08-18 10:53:54
0.35,0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:53:54,2025-08-18 10:53:57
