x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:41:44,2025-08-18 10:41:48
0.3,-0.025,0.2,x,20.0,True,1.0,0.1982,2025-08-18 10:41:48,2025-08-18 10:41:51
0.3,-0.025,0.2,x,-20.0,True,1.0,0.1982,2025-08-18 10:41:51,2025-08-18 10:41:54
0.3,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:41:54,2025-08-18 10:41:57
0.3,0.025,0.2,y,20.0,True,1.0,0.1982,2025-08-18 10:41:57,2025-08-18 10:42:01
0.3,0.025,0.2,y,-20.0,True,1.0,0.1982,2025-08-18 10:42:01,2025-08-18 10:42:07
0.35,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:42:07,2025-08-18 10:42:12
0.35,-0.025,0.2,x,20.0,True,1.0,0.1982,2025-08-18 10:42:12,2025-08-18 10:42:16
0.35,-0.025,0.2,x,-20.0,True,1.0,0.1982,2025-08-18 10:42:16,2025-08-18 10:42:19
0.35,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:42:19,2025-08-18 10:42:23
0.35,0.025,0.2,y,20.0,True,1.0,0.1982,2025-08-18 10:42:23,2025-08-18 10:42:26
0.35,0.025,0.2,y,-20.0,True,1.0,0.1982,2025-08-18 10:42:26,2025-08-18 10:42:30
