x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.275,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:10:19,2025-08-18 11:10:23
0.275,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:10:23,2025-08-18 11:10:26
0.275,-0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:10:26,2025-08-18 11:10:29
0.275,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:10:29,2025-08-18 11:10:32
0.275,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:10:32,2025-08-18 11:10:35
0.275,0.0,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:10:35,2025-08-18 11:10:39
0.275,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:10:39,2025-08-18 11:10:42
0.275,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:10:42,2025-08-18 11:10:45
0.275,0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:10:45,2025-08-18 11:10:49
0.325,-0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:10:49,2025-08-18 11:10:52
0.325,-0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:10:52,2025-08-18 11:10:55
0.325,-0.05,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:10:55,2025-08-18 11:10:58
0.325,0.0,0.2,x,0.0,True,1.0,0.195,2025-08-18 11:10:58,2025-08-18 11:11:01
0.325,0.0,0.2,x,10.0,True,1.0,0.195,2025-08-18 11:11:01,2025-08-18 11:11:04
0.325,0.0,0.2,x,-10.0,True,1.0,0.195,2025-08-18 11:11:04,2025-08-18 11:11:07
0.325,0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:11:07,2025-08-18 11:11:10
0.325,0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:11:10,2025-08-18 11:11:13
0.325,0.05,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:11:13,2025-08-18 11:11:17
0.375,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:11:17,2025-08-18 11:11:20
0.375,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:11:20,2025-08-18 11:11:23
0.375,-0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:11:23,2025-08-18 11:11:26
0.375,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:11:26,2025-08-18 11:11:29
0.375,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:11:29,2025-08-18 11:11:32
0.375,0.0,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:11:32,2025-08-18 11:11:35
0.375,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:11:35,2025-08-18 11:11:38
0.375,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:11:38,2025-08-18 11:11:41
0.375,0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:11:41,2025-08-18 11:11:45
0.275,-0.05,0.25,x,0.0,True,1.0,0.255,2025-08-18 11:11:45,2025-08-18 11:11:48
0.275,-0.05,0.25,x,10.0,True,1.0,0.255,2025-08-18 11:11:48,2025-08-18 11:11:51
0.275,-0.05,0.25,x,-10.0,True,1.0,0.255,2025-08-18 11:11:51,2025-08-18 11:11:54
0.275,0.0,0.25,x,0.0,True,1.0,0.25,2025-08-18 11:11:54,2025-08-18 11:11:57
0.275,0.0,0.25,x,10.0,True,1.0,0.25,2025-08-18 11:11:57,2025-08-18 11:12:00
0.275,0.0,0.25,x,-10.0,True,1.0,0.25,2025-08-18 11:12:00,2025-08-18 11:12:03
0.275,0.05,0.25,x,0.0,True,1.0,0.255,2025-08-18 11:12:03,2025-08-18 11:12:06
0.275,0.05,0.25,x,10.0,True,1.0,0.255,2025-08-18 11:12:06,2025-08-18 11:12:09
0.275,0.05,0.25,x,-10.0,True,1.0,0.255,2025-08-18 11:12:09,2025-08-18 11:12:13
0.325,-0.05,0.25,x,0.0,True,1.0,0.25,2025-08-18 11:12:13,2025-08-18 11:12:16
0.325,-0.05,0.25,x,10.0,True,1.0,0.25,2025-08-18 11:12:16,2025-08-18 11:12:19
0.325,-0.05,0.25,x,-10.0,True,1.0,0.25,2025-08-18 11:12:19,2025-08-18 11:12:22
