x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.05,0.1,x,0.0,True,1.0,0.1184,2025-08-18 14:56:06,2025-08-18 14:56:11
0.3,-0.05,0.1,x,10.0,True,1.0,0.1184,2025-08-18 14:56:11,2025-08-18 14:56:14
0.3,-0.05,0.1,x,20.0,True,1.0,0.1184,2025-08-18 14:56:14,2025-08-18 14:56:17
0.3,0.0,0.1,x,0.0,True,1.0,0.1074,2025-08-18 14:56:17,2025-08-18 14:56:20
0.3,0.0,0.1,x,10.0,True,1.0,0.1074,2025-08-18 14:56:20,2025-08-18 14:56:24
0.3,0.0,0.1,x,20.0,True,1.0,0.1074,2025-08-18 14:56:24,2025-08-18 14:56:27
0.3,0.05,0.1,x,0.0,True,1.0,0.1184,2025-08-18 14:56:27,2025-08-18 14:56:30
0.3,0.05,0.1,x,10.0,True,1.0,0.1184,2025-08-18 14:56:30,2025-08-18 14:56:33
0.3,0.05,0.1,x,20.0,True,1.0,0.1184,2025-08-18 14:56:33,2025-08-18 14:56:37
0.35,-0.05,0.1,x,0.0,True,1.0,0.1074,2025-08-18 14:56:37,2025-08-18 14:56:40
0.35,-0.05,0.1,x,10.0,True,1.0,0.1074,2025-08-18 14:56:40,2025-08-18 14:56:43
0.35,-0.05,0.1,x,20.0,True,1.0,0.1074,2025-08-18 14:56:43,2025-08-18 14:56:46
0.35,0.0,0.1,x,0.0,True,1.0,0.095,2025-08-18 14:56:46,2025-08-18 14:56:50
0.35,0.0,0.1,x,10.0,True,1.0,0.095,2025-08-18 14:56:50,2025-08-18 14:56:53
0.35,0.0,0.1,x,20.0,True,1.0,0.095,2025-08-18 14:56:53,2025-08-18 14:56:56
0.35,0.05,0.1,x,0.0,True,1.0,0.1074,2025-08-18 14:56:56,2025-08-18 14:57:00
0.35,0.05,0.1,x,10.0,True,1.0,0.1074,2025-08-18 14:57:00,2025-08-18 14:57:03
0.35,0.05,0.1,x,20.0,True,1.0,0.1074,2025-08-18 14:57:03,2025-08-18 14:57:06
