x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:44:54,2025-08-18 10:44:58
0.3,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:44:58,2025-08-18 10:45:01
0.3,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:45:01,2025-08-18 10:45:04
0.3,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:45:04,2025-08-18 10:45:07
0.3,0.025,0.2,y,10.0,True,1.0,0.1982,2025-08-18 10:45:07,2025-08-18 10:45:11
0.3,0.025,0.2,y,-10.0,True,1.0,0.1982,2025-08-18 10:45:11,2025-08-18 10:45:16
0.35,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:45:16,2025-08-18 10:45:21
0.35,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:45:21,2025-08-18 10:45:24
0.35,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:45:24,2025-08-18 10:45:27
0.35,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:45:27,2025-08-18 10:45:30
0.35,0.025,0.2,y,10.0,True,1.0,0.1982,2025-08-18 10:45:30,2025-08-18 10:45:33
0.35,0.025,0.2,y,-10.0,True,1.0,0.1982,2025-08-18 10:45:33,2025-08-18 10:45:36
