x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:18:41,2025-08-18 10:18:45
0.3,-0.025,0.2,x,20.0,True,1.0,0.1982,2025-08-18 10:18:45,2025-08-18 10:18:48
0.3,-0.025,0.2,x,-20.0,True,1.0,0.1982,2025-08-18 10:18:48,2025-08-18 10:18:52
0.3,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:18:52,2025-08-18 10:18:55
0.3,0.025,0.2,y,20.0,True,1.0,0.1982,2025-08-18 10:18:55,2025-08-18 10:18:58
0.3,0.025,0.2,y,-20.0,True,1.0,0.1982,2025-08-18 10:18:58,2025-08-18 10:19:05
0.35,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:19:05,2025-08-18 10:19:11
0.35,-0.025,0.2,x,20.0,True,1.0,0.1982,2025-08-18 10:19:11,2025-08-18 10:19:16
0.35,-0.025,0.2,x,-20.0,True,1.0,0.1982,2025-08-18 10:19:16,2025-08-18 10:19:22
0.35,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:19:22,2025-08-18 10:19:27
0.35,0.025,0.2,y,20.0,True,1.0,0.1982,2025-08-18 10:19:27,2025-08-18 10:19:33
0.35,0.025,0.2,y,-20.0,True,1.0,0.1982,2025-08-18 10:19:33,2025-08-18 10:19:36
