x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.24999999999999997,-0.1,0.2,x,0.0,True,1.0,0.2409,2025-08-18 15:53:57,2025-08-18 15:54:01
0.24999999999999997,-0.1,0.2,x,10.0,True,1.0,0.2409,2025-08-18 15:54:01,2025-08-18 15:54:03
0.24999999999999997,-0.1,0.2,x,20.0,True,1.0,0.2409,2025-08-18 15:54:03,2025-08-18 15:54:05
0.24999999999999997,-0.1,0.2,x,0.0,True,1.0,0.2409,2025-08-18 15:54:05,2025-08-18 15:54:07
0.24999999999999997,-0.05,0.2,x,0.0,False,0.36,0.2248,,
0.24999999999999997,-0.05,0.2,x,10.0,True,1.0,0.2248,2025-08-18 15:54:07,2025-08-18 15:54:10
0.24999999999999997,-0.05,0.2,x,20.0,True,1.0,0.2248,2025-08-18 15:54:10,2025-08-18 15:54:12
0.24999999999999997,-0.05,0.2,x,0.0,False,0.7,0.2248,,
0.24999999999999997,0.0,0.2,x,0.0,False,0.45,0.2191,,
0.24999999999999997,0.0,0.2,x,10.0,False,0.71,0.2191,,
0.24999999999999997,0.0,0.2,x,20.0,True,1.0,0.2191,2025-08-18 15:54:12,2025-08-18 15:54:14
0.24999999999999997,0.0,0.2,x,0.0,False,0.2,0.2191,,
0.24999999999999997,0.05000000000000002,0.2,x,0.0,False,0.15,0.2248,,
0.24999999999999997,0.05000000000000002,0.2,x,10.0,False,0.21,0.2248,,
0.24999999999999997,0.05000000000000002,0.2,x,20.0,False,0.5,0.2248,,
0.24999999999999997,0.05000000000000002,0.2,x,0.0,False,0.15,0.2248,,
0.24999999999999997,0.1,0.2,x,0.0,False,0.11,0.2409,,
0.24999999999999997,0.1,0.2,x,10.0,False,0.17,0.2409,,
0.24999999999999997,0.1,0.2,x,20.0,False,0.25,0.2409,,
0.24999999999999997,0.1,0.2,x,0.0,False,0.11,0.2409,,
0.3,-0.1,0.2,x,0.0,True,1.0,0.2248,2025-08-18 15:54:15,2025-08-18 15:54:17
0.3,-0.1,0.2,x,10.0,True,1.0,0.2248,2025-08-18 15:54:17,2025-08-18 15:54:19
0.3,-0.1,0.2,x,20.0,True,1.0,0.2248,2025-08-18 15:54:19,2025-08-18 15:54:21
0.3,-0.1,0.2,x,0.0,True,1.0,0.2248,2025-08-18 15:54:21,2025-08-18 15:54:23
0.3,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:54:23,2025-08-18 15:54:25
0.3,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 15:54:25,2025-08-18 15:54:27
