x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.275,-0.05,0.02,x,0.0,True,1.0,0.0723,2025-08-18 11:35:16,2025-08-18 11:35:23
0.275,-0.05,0.02,x,10.0,True,1.0,0.0723,2025-08-18 11:35:23,2025-08-18 11:35:26
0.275,0.0,0.02,x,0.0,True,1.0,0.0522,2025-08-18 11:35:26,2025-08-18 11:35:29
0.275,0.0,0.02,x,10.0,True,1.0,0.0522,2025-08-18 11:35:29,2025-08-18 11:35:32
0.275,0.05,0.02,x,0.0,True,1.0,0.0723,2025-08-18 11:35:32,2025-08-18 11:35:36
0.275,0.05,0.02,x,10.0,True,1.0,0.0723,2025-08-18 11:35:36,2025-08-18 11:35:39
0.325,-0.05,0.02,x,0.0,True,1.0,0.0522,2025-08-18 11:35:39,2025-08-18 11:35:43
0.325,-0.05,0.02,x,10.0,True,1.0,0.0522,2025-08-18 11:35:43,2025-08-18 11:35:46
0.325,0.0,0.02,x,0.0,True,1.0,0.015,2025-08-18 11:35:46,2025-08-18 11:35:50
0.325,0.0,0.02,x,10.0,True,1.0,0.015,2025-08-18 11:35:50,2025-08-18 11:35:53
0.325,0.05,0.02,x,0.0,True,1.0,0.0522,2025-08-18 11:35:53,2025-08-18 11:35:56
0.325,0.05,0.02,x,10.0,True,1.0,0.0522,2025-08-18 11:35:56,2025-08-18 11:36:00
0.375,-0.05,0.02,x,0.0,True,1.0,0.0723,2025-08-18 11:36:00,2025-08-18 11:36:03
0.375,-0.05,0.02,x,10.0,True,1.0,0.0723,2025-08-18 11:36:03,2025-08-18 11:36:06
0.375,0.0,0.02,x,0.0,True,1.0,0.0522,2025-08-18 11:36:06,2025-08-18 11:36:10
0.375,0.0,0.02,x,10.0,True,1.0,0.0522,2025-08-18 11:36:10,2025-08-18 11:36:13
0.375,0.05,0.02,x,0.0,True,1.0,0.0723,2025-08-18 11:36:13,2025-08-18 11:36:16
0.375,0.05,0.02,x,10.0,True,1.0,0.0723,2025-08-18 11:36:16,2025-08-18 11:36:19
0.275,-0.05,0.1,x,0.0,True,1.0,0.1184,2025-08-18 11:36:19,2025-08-18 11:36:25
0.275,-0.05,0.1,x,10.0,True,1.0,0.1184,2025-08-18 11:36:25,2025-08-18 11:36:28
0.275,0.0,0.1,x,0.0,True,1.0,0.1074,2025-08-18 11:36:28,2025-08-18 11:36:32
0.275,0.0,0.1,x,10.0,True,1.0,0.1074,2025-08-18 11:36:32,2025-08-18 11:36:35
0.275,0.05,0.1,x,0.0,True,1.0,0.1184,2025-08-18 11:36:35,2025-08-18 11:36:38
0.275,0.05,0.1,x,10.0,True,1.0,0.1184,2025-08-18 11:36:38,2025-08-18 11:36:41
0.325,-0.05,0.1,x,0.0,True,1.0,0.1074,2025-08-18 11:36:41,2025-08-18 11:36:45
0.325,-0.05,0.1,x,10.0,True,1.0,0.1074,2025-08-18 11:36:45,2025-08-18 11:36:48
