x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:43:37,2025-08-18 10:43:41
0.3,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:43:41,2025-08-18 10:43:44
0.3,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:43:44,2025-08-18 10:43:47
0.3,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:43:47,2025-08-18 10:43:50
0.3,0.025,0.2,y,10.0,True,1.0,0.1982,2025-08-18 10:43:50,2025-08-18 10:43:53
0.3,0.025,0.2,y,-10.0,True,1.0,0.1982,2025-08-18 10:43:53,2025-08-18 10:43:58
0.35,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:43:58,2025-08-18 10:44:04
0.35,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:44:04,2025-08-18 10:44:07
0.35,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:44:07,2025-08-18 10:44:10
0.35,0.025,0.2,y,0.0,True,1.0,0.1982,2025-08-18 10:44:10,2025-08-18 10:44:13
0.35,0.025,0.2,y,10.0,True,1.0,0.1982,2025-08-18 10:44:13,2025-08-18 10:44:16
0.35,0.025,0.2,y,-10.0,True,1.0,0.1982,2025-08-18 10:44:16,2025-08-18 10:44:19
