x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3125,-0.0375,0.2,45.0,0.0,True,1.0,0.2021,2025-08-19 11:43:07,2025-08-19 11:43:10
0.3125,-0.0375,0.2,45.0,10.0,True,1.0,0.2021,2025-08-19 11:43:10,2025-08-19 11:43:12
0.3125,-0.0375,0.2,45.0,0.0,True,1.0,0.2021,2025-08-19 11:43:12,2025-08-19 11:43:14
0.3125,-0.0325,0.2,40.9,0.0,True,1.0,0.2012,2025-08-19 11:43:14,2025-08-19 11:43:16
0.3125,-0.0325,0.2,40.9,10.0,True,1.0,0.2012,2025-08-19 11:43:16,2025-08-19 11:43:18
0.3125,-0.0325,0.2,40.9,0.0,True,1.0,0.2012,2025-08-19 11:43:18,2025-08-19 11:43:20
0.3125,-0.027499999999999997,0.2,36.3,0.0,True,1.0,0.2005,2025-08-19 11:43:20,2025-08-19 11:43:22
0.3125,-0.027499999999999997,0.2,36.3,10.0,True,1.0,0.2005,2025-08-19 11:43:22,2025-08-19 11:43:24
0.3125,-0.027499999999999997,0.2,36.3,0.0,True,1.0,0.2005,2025-08-19 11:43:24,2025-08-19 11:43:26
0.3125,-0.0225,0.2,31.0,0.0,True,1.0,0.1998,2025-08-19 11:43:26,2025-08-19 11:43:27
0.3125,-0.0225,0.2,31.0,10.0,True,1.0,0.1998,2025-08-19 11:43:27,2025-08-19 11:43:29
0.3125,-0.0225,0.2,31.0,0.0,True,1.0,0.1998,2025-08-19 11:43:29,2025-08-19 11:43:31
0.3125,-0.017499999999999998,0.2,25.0,0.0,True,1.0,0.1993,2025-08-19 11:43:31,2025-08-19 11:43:33
0.3125,-0.017499999999999998,0.2,25.0,10.0,True,1.0,0.1993,2025-08-19 11:43:33,2025-08-19 11:43:35
0.3125,-0.017499999999999998,0.2,25.0,0.0,True,1.0,0.1993,2025-08-19 11:43:35,2025-08-19 11:43:37
0.3125,-0.012499999999999997,0.2,18.4,0.0,True,1.0,0.199,2025-08-19 11:43:37,2025-08-19 11:43:38
0.3125,-0.012499999999999997,0.2,18.4,10.0,True,1.0,0.199,2025-08-19 11:43:38,2025-08-19 11:43:40
0.3125,-0.012499999999999997,0.2,18.4,0.0,True,1.0,0.199,2025-08-19 11:43:40,2025-08-19 11:43:42
0.3125,-0.0075,0.2,11.3,0.0,True,1.0,0.1987,2025-08-19 11:43:42,2025-08-19 11:43:43
0.3125,-0.0075,0.2,11.3,10.0,True,1.0,0.1987,2025-08-19 11:43:44,2025-08-19 11:43:45
0.3125,-0.0075,0.2,11.3,0.0,True,1.0,0.1987,2025-08-19 11:43:45,2025-08-19 11:43:47
0.3125,-0.0024999999999999953,0.2,3.8,0.0,True,1.0,0.1986,2025-08-19 11:43:47,2025-08-19 11:43:49
0.3125,-0.0024999999999999953,0.2,3.8,10.0,True,1.0,0.1986,2025-08-19 11:43:49,2025-08-19 11:43:51
0.3125,-0.0024999999999999953,0.2,3.8,0.0,True,1.0,0.1986,2025-08-19 11:43:51,2025-08-19 11:43:53
0.3125,0.0025000000000000022,0.2,-3.8,0.0,True,1.0,0.1986,2025-08-19 11:43:53,2025-08-19 11:43:54
0.3125,0.0025000000000000022,0.2,-3.8,10.0,True,1.0,0.1986,2025-08-19 11:43:54,2025-08-19 11:43:56
0.3125,0.0025000000000000022,0.2,-3.8,0.0,True,1.0,0.1986,2025-08-19 11:43:56,2025-08-19 11:43:58
0.3125,0.0075,0.2,-11.3,0.0,True,1.0,0.1987,2025-08-19 11:43:58,2025-08-19 11:44:00
0.3125,0.0075,0.2,-11.3,10.0,True,1.0,0.1987,2025-08-19 11:44:00,2025-08-19 11:44:02
0.3125,0.0075,0.2,-11.3,0.0,True,1.0,0.1987,2025-08-19 11:44:02,2025-08-19 11:44:04
0.3125,0.012500000000000004,0.2,-18.4,0.0,True,1.0,0.199,2025-08-19 11:44:04,2025-08-19 11:44:05
0.3125,0.012500000000000004,0.2,-18.4,10.0,True,1.0,0.199,2025-08-19 11:44:05,2025-08-19 11:44:07
0.3125,0.012500000000000004,0.2,-18.4,0.0,True,1.0,0.199,2025-08-19 11:44:07,2025-08-19 11:44:09
0.3125,0.0175,0.2,-25.0,0.0,True,1.0,0.1993,2025-08-19 11:44:09,2025-08-19 11:44:11
0.3125,0.0175,0.2,-25.0,10.0,True,1.0,0.1993,2025-08-19 11:44:11,2025-08-19 11:44:13
0.3125,0.0175,0.2,-25.0,0.0,True,1.0,0.1993,2025-08-19 11:44:13,2025-08-19 11:44:15
0.3125,0.0225,0.2,-31.0,0.0,True,1.0,0.1998,2025-08-19 11:44:15,2025-08-19 11:44:16
0.3125,0.0225,0.2,-31.0,10.0,True,1.0,0.1998,2025-08-19 11:44:16,2025-08-19 11:44:18
