0.35,0.025,0.2,y,20.0,True,1.0,0.1982,2025-08-18 10:17:24,2025-08-18 10:17:27
0.35,0.025,0.2,y,-20.0,True,1.0,0.1982,2025-08-18 10:17:27,2025-08-18 10:17:30
