x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.275,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:20:04,2025-08-18 11:20:08
0.275,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:20:08,2025-08-18 11:20:11
0.275,-0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:20:11,2025-08-18 11:20:15
0.275,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:20:15,2025-08-18 11:20:18
0.275,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:20:18,2025-08-18 11:20:21
0.275,0.0,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:20:21,2025-08-18 11:20:24
0.275,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:20:24,2025-08-18 11:20:27
0.275,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:20:27,2025-08-18 11:20:30
0.275,0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:20:30,2025-08-18 11:20:33
0.325,-0.05,0.2,x,0.0,False,-1.0,0.2013,,
0.325,-0.05,0.2,x,10.0,False,-1.0,0.2013,,
0.325,-0.05,0.2,x,-10.0,False,-1.0,0.2013,,
0.325,0.0,0.2,x,0.0,False,-1.0,0.195,,
0.325,0.0,0.2,x,10.0,False,-1.0,0.195,,
0.325,0.0,0.2,x,-10.0,False,-1.0,0.195,,
0.325,0.05,0.2,x,0.0,False,-1.0,0.2013,,
0.325,0.05,0.2,x,10.0,False,-1.0,0.2013,,
0.325,0.05,0.2,x,-10.0,False,-1.0,0.2013,,
0.375,-0.05,0.2,x,0.0,False,-1.0,0.2074,,
0.375,-0.05,0.2,x,10.0,False,-1.0,0.2074,,
0.375,-0.05,0.2,x,-10.0,False,-1.0,0.2074,,
0.375,0.0,0.2,x,0.0,False,-1.0,0.2013,,
0.375,0.0,0.2,x,10.0,False,-1.0,0.2013,,
0.375,0.0,0.2,x,-10.0,False,-1.0,0.2013,,
0.375,0.05,0.2,x,0.0,False,-1.0,0.2074,,
0.375,0.05,0.2,x,10.0,False,-1.0,0.2074,,
0.375,0.05,0.2,x,-10.0,False,-1.0,0.2074,,
0.275,-0.05,0.25,x,0.0,False,-1.0,0.255,,
0.275,-0.05,0.25,x,10.0,False,-1.0,0.255,,
0.275,-0.05,0.25,x,-10.0,False,-1.0,0.255,,
0.275,0.0,0.25,x,0.0,False,-1.0,0.25,,
0.275,0.0,0.25,x,10.0,False,-1.0,0.25,,
0.275,0.0,0.25,x,-10.0,False,-1.0,0.25,,
0.275,0.05,0.25,x,0.0,False,-1.0,0.255,,
0.275,0.05,0.25,x,10.0,False,-1.0,0.255,,
0.275,0.05,0.25,x,-10.0,False,-1.0,0.255,,
0.325,-0.05,0.25,x,0.0,False,-1.0,0.25,,
0.325,-0.05,0.25,x,10.0,False,-1.0,0.25,,
0.325,-0.05,0.25,x,-10.0,False,-1.0,0.25,,
0.325,0.0,0.25,x,0.0,False,-1.0,0.245,,
0.325,0.0,0.25,x,10.0,False,-1.0,0.245,,
0.325,0.0,0.25,x,-10.0,False,-1.0,0.245,,
0.325,0.05,0.25,x,0.0,False,-1.0,0.25,,
0.325,0.05,0.25,x,10.0,False,-1.0,0.25,,
0.325,0.05,0.25,x,-10.0,False,-1.0,0.25,,
0.375,-0.05,0.25,x,0.0,False,-1.0,0.255,,
0.375,-0.05,0.25,x,10.0,False,-1.0,0.255,,
0.375,-0.05,0.25,x,-10.0,False,-1.0,0.255,,
0.375,0.0,0.25,x,0.0,False,-1.0,0.25,,
0.375,0.0,0.25,x,10.0,False,-1.0,0.25,,
0.375,0.0,0.25,x,-10.0,False,-1.0,0.25,,
0.375,0.05,0.25,x,0.0,False,-1.0,0.255,,
0.375,0.05,0.25,x,10.0,False,-1.0,0.255,,
0.375,0.05,0.25,x,-10.0,False,-1.0,0.255,,
