x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.275,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:14:23,2025-08-18 11:14:27
0.275,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:14:27,2025-08-18 11:14:30
0.275,-0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:14:30,2025-08-18 11:14:33
0.275,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:14:33,2025-08-18 11:14:36
0.275,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:14:36,2025-08-18 11:14:39
0.275,0.0,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:14:39,2025-08-18 11:14:43
0.275,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:14:43,2025-08-18 11:14:46
0.275,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:14:46,2025-08-18 11:14:49
0.275,0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:14:49,2025-08-18 11:14:53
0.325,-0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:14:53,2025-08-18 11:14:56
0.325,-0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:14:56,2025-08-18 11:14:59
0.325,-0.05,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:14:59,2025-08-18 11:15:02
0.325,0.0,0.2,x,0.0,True,1.0,0.195,2025-08-18 11:15:02,2025-08-18 11:15:05
0.325,0.0,0.2,x,10.0,True,1.0,0.195,2025-08-18 11:15:05,2025-08-18 11:15:08
0.325,0.0,0.2,x,-10.0,True,1.0,0.195,2025-08-18 11:15:08,2025-08-18 11:15:11
0.325,0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:15:11,2025-08-18 11:15:14
0.325,0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:15:14,2025-08-18 11:15:17
0.325,0.05,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:15:17,2025-08-18 11:15:21
0.375,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:15:21,2025-08-18 11:15:24
0.375,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:15:24,2025-08-18 11:15:27
0.375,-0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:15:27,2025-08-18 11:15:30
0.375,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:15:30,2025-08-18 11:15:33
0.375,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:15:33,2025-08-18 11:15:36
0.375,0.0,0.2,x,-10.0,True,1.0,0.2013,2025-08-18 11:15:36,2025-08-18 11:15:39
0.375,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:15:39,2025-08-18 11:15:42
0.375,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:15:42,2025-08-18 11:15:45
0.375,0.05,0.2,x,-10.0,True,1.0,0.2074,2025-08-18 11:15:45,2025-08-18 11:15:49
0.275,-0.05,0.25,x,0.0,True,1.0,0.255,2025-08-18 11:15:49,2025-08-18 11:15:52
0.275,-0.05,0.25,x,10.0,True,1.0,0.255,2025-08-18 11:15:52,2025-08-18 11:15:55
0.275,-0.05,0.25,x,-10.0,True,1.0,0.255,2025-08-18 11:15:55,2025-08-18 11:15:58
0.275,0.0,0.25,x,0.0,True,1.0,0.25,2025-08-18 11:15:58,2025-08-18 11:16:01
