x,y,z,reachable,fraction,radial_distance,time_start,time_end
0.37,-0.004,0.2,True,1.0,0.1961,2025-08-19 14:44:15,2025-08-19 14:44:18
0.37,-0.002,0.2,True,1.0,0.196,2025-08-19 14:44:18,2025-08-19 14:44:20
0.37,0.0,0.2,True,1.0,0.196,2025-08-19 14:44:20,2025-08-19 14:44:21
0.37,0.002,0.2,True,1.0,0.196,2025-08-19 14:44:21,2025-08-19 14:44:23
0.37,0.004,0.2,True,1.0,0.1961,2025-08-19 14:44:23,2025-08-19 14:44:24
0.372,-0.004,0.2,True,1.0,0.1963,2025-08-19 14:44:24,2025-08-19 14:44:26
0.372,-0.002,0.2,True,1.0,0.1962,2025-08-19 14:44:26,2025-08-19 14:44:27
0.372,0.0,0.2,True,1.0,0.1962,2025-08-19 14:44:27,2025-08-19 14:44:29
0.372,0.002,0.2,True,1.0,0.1962,2025-08-19 14:44:29,2025-08-19 14:44:30
0.372,0.004,0.2,True,1.0,0.1963,2025-08-19 14:44:30,2025-08-19 14:44:32
0.374,-0.004,0.2,True,1.0,0.1965,2025-08-19 14:44:32,2025-08-19 14:44:33
0.374,-0.002,0.2,True,1.0,0.1965,2025-08-19 14:44:33,2025-08-19 14:44:35
0.374,0.0,0.2,True,1.0,0.1965,2025-08-19 14:44:35,2025-08-19 14:44:36
0.374,0.002,0.2,True,1.0,0.1965,2025-08-19 14:44:36,2025-08-19 14:44:38
0.374,0.004,0.2,True,1.0,0.1965,2025-08-19 14:44:38,2025-08-19 14:44:39
0.376,-0.004,0.2,True,1.0,0.1968,2025-08-19 14:44:39,2025-08-19 14:44:41
0.376,-0.002,0.2,True,1.0,0.1967,2025-08-19 14:44:41,2025-08-19 14:44:42
0.376,0.0,0.2,True,1.0,0.1967,2025-08-19 14:44:42,2025-08-19 14:44:44
0.376,0.002,0.2,True,1.0,0.1967,2025-08-19 14:44:44,2025-08-19 14:44:45
0.376,0.004,0.2,True,1.0,0.1968,2025-08-19 14:44:45,2025-08-19 14:44:47
0.378,-0.004,0.2,True,1.0,0.197,2025-08-19 14:44:47,2025-08-19 14:44:48
0.378,-0.002,0.2,True,1.0,0.197,2025-08-19 14:44:48,2025-08-19 14:44:50
0.378,0.0,0.2,True,1.0,0.197,2025-08-19 14:44:50,2025-08-19 14:44:51
0.378,0.002,0.2,True,1.0,0.197,2025-08-19 14:44:51,2025-08-19 14:44:53
0.378,0.004,0.2,True,1.0,0.197,2025-08-19 14:44:53,2025-08-19 14:44:54
