x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:48:13,2025-08-18 15:48:16
0.3,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 15:48:16,2025-08-18 15:48:18
0.3,-0.05,0.2,x,20.0,True,1.0,0.2074,2025-08-18 15:48:18,2025-08-18 15:48:20
0.3,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:48:20,2025-08-18 15:48:22
0.3,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:48:22,2025-08-18 15:48:24
0.3,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 15:48:24,2025-08-18 15:48:26
0.3,0.0,0.2,x,20.0,True,1.0,0.2013,2025-08-18 15:48:26,2025-08-18 15:48:28
0.3,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:48:28,2025-08-18 15:48:31
0.3,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:48:31,2025-08-18 15:48:33
0.3,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 15:48:33,2025-08-18 15:48:35
0.3,0.05,0.2,x,20.0,True,1.0,0.2074,2025-08-18 15:48:35,2025-08-18 15:48:37
0.3,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:48:37,2025-08-18 15:48:39
0.35,-0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:48:39,2025-08-18 15:48:41
0.35,-0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 15:48:41,2025-08-18 15:48:43
0.35,-0.05,0.2,x,20.0,True,1.0,0.2013,2025-08-18 15:48:43,2025-08-18 15:48:45
0.35,-0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:48:45,2025-08-18 15:48:48
0.35,0.0,0.2,x,0.0,True,1.0,0.195,2025-08-18 15:48:48,2025-08-18 15:48:50
0.35,0.0,0.2,x,10.0,True,1.0,0.195,2025-08-18 15:48:50,2025-08-18 15:48:52
0.35,0.0,0.2,x,20.0,True,1.0,0.195,2025-08-18 15:48:52,2025-08-18 15:48:54
0.35,0.0,0.2,x,0.0,True,1.0,0.195,2025-08-18 15:48:54,2025-08-18 15:48:56
0.35,0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:48:56,2025-08-18 15:48:58
0.35,0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 15:48:58,2025-08-18 15:49:00
0.35,0.05,0.2,x,20.0,True,1.0,0.2013,2025-08-18 15:49:00,2025-08-18 15:49:02
0.35,0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:49:02,2025-08-18 15:49:04
0.4,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:49:04,2025-08-18 15:49:06
0.4,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 15:49:06,2025-08-18 15:49:08
0.4,-0.05,0.2,x,20.0,True,1.0,0.2074,2025-08-18 15:49:08,2025-08-18 15:49:10
0.4,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:49:10,2025-08-18 15:49:13
0.4,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:49:13,2025-08-18 15:49:15
0.4,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 15:49:15,2025-08-18 15:49:17
0.4,0.0,0.2,x,20.0,True,1.0,0.2013,2025-08-18 15:49:17,2025-08-18 15:49:19
0.4,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 15:49:19,2025-08-18 15:49:21
0.4,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:49:21,2025-08-18 15:49:23
0.4,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 15:49:23,2025-08-18 15:49:25
0.4,0.05,0.2,x,20.0,True,1.0,0.2074,2025-08-18 15:49:25,2025-08-18 15:49:27
0.4,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 15:49:27,2025-08-18 15:49:29
0.3,-0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:49:29,2025-08-18 15:49:32
0.3,-0.05,0.4,x,10.0,True,1.0,0.4013,2025-08-18 15:49:32,2025-08-18 15:49:34
0.3,-0.05,0.4,x,20.0,True,1.0,0.4013,2025-08-18 15:49:34,2025-08-18 15:49:36
0.3,-0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:49:36,2025-08-18 15:49:38
0.3,0.0,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:49:38,2025-08-18 15:49:40
0.3,0.0,0.4,x,10.0,True,1.0,0.3982,2025-08-18 15:49:40,2025-08-18 15:49:42
0.3,0.0,0.4,x,20.0,True,1.0,0.3982,2025-08-18 15:49:42,2025-08-18 15:49:44
0.3,0.0,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:49:44,2025-08-18 15:49:47
0.3,0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:49:47,2025-08-18 15:49:49
0.3,0.05,0.4,x,10.0,True,1.0,0.4013,2025-08-18 15:49:49,2025-08-18 15:49:51
0.3,0.05,0.4,x,20.0,True,1.0,0.4013,2025-08-18 15:49:51,2025-08-18 15:49:53
0.3,0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:49:53,2025-08-18 15:49:55
0.35,-0.05,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:49:55,2025-08-18 15:49:57
0.35,-0.05,0.4,x,10.0,True,1.0,0.3982,2025-08-18 15:49:57,2025-08-18 15:49:59
0.35,-0.05,0.4,x,20.0,True,1.0,0.3982,2025-08-18 15:49:59,2025-08-18 15:50:01
0.35,-0.05,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:50:01,2025-08-18 15:50:03
0.35,0.0,0.4,x,0.0,True,1.0,0.395,2025-08-18 15:50:03,2025-08-18 15:50:05
0.35,0.0,0.4,x,10.0,True,1.0,0.395,2025-08-18 15:50:05,2025-08-18 15:50:07
0.35,0.0,0.4,x,20.0,True,1.0,0.395,2025-08-18 15:50:07,2025-08-18 15:50:09
0.35,0.0,0.4,x,0.0,True,1.0,0.395,2025-08-18 15:50:09,2025-08-18 15:50:11
0.35,0.05,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:50:11,2025-08-18 15:50:13
0.35,0.05,0.4,x,10.0,True,1.0,0.3982,2025-08-18 15:50:13,2025-08-18 15:50:15
0.35,0.05,0.4,x,20.0,True,1.0,0.3982,2025-08-18 15:50:15,2025-08-18 15:50:17
0.35,0.05,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:50:17,2025-08-18 15:50:20
0.4,-0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:50:20,2025-08-18 15:50:22
0.4,-0.05,0.4,x,10.0,True,1.0,0.4013,2025-08-18 15:50:22,2025-08-18 15:50:24
0.4,-0.05,0.4,x,20.0,True,1.0,0.4013,2025-08-18 15:50:24,2025-08-18 15:50:26
0.4,-0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:50:26,2025-08-18 15:50:28
0.4,0.0,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:50:28,2025-08-18 15:50:30
0.4,0.0,0.4,x,10.0,True,1.0,0.3982,2025-08-18 15:50:30,2025-08-18 15:50:32
0.4,0.0,0.4,x,20.0,True,1.0,0.3982,2025-08-18 15:50:32,2025-08-18 15:50:34
0.4,0.0,0.4,x,0.0,True,1.0,0.3982,2025-08-18 15:50:34,2025-08-18 15:50:36
0.4,0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:50:36,2025-08-18 15:50:38
0.4,0.05,0.4,x,10.0,True,1.0,0.4013,2025-08-18 15:50:38,2025-08-18 15:50:40
0.4,0.05,0.4,x,20.0,True,1.0,0.4013,2025-08-18 15:50:40,2025-08-18 15:50:42
0.4,0.05,0.4,x,0.0,True,1.0,0.4013,2025-08-18 15:50:42,2025-08-18 15:50:44
