x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.25,-0.07500000000000001,0.2,x,0.0,True,0.97,0.222,2025-08-18 11:07:31,2025-08-18 11:07:36
0.25,-0.07500000000000001,0.2,x,10.0,True,1.0,0.222,2025-08-18 11:07:36,2025-08-18 11:07:39
0.25,-0.07500000000000001,0.2,x,-10.0,False,0.4,0.222,,
0.25,-0.02500000000000001,0.2,x,0.0,False,0.43,0.2104,,
0.25,-0.02500000000000001,0.2,x,10.0,True,1.0,0.2104,2025-08-18 11:07:39,2025-08-18 11:07:43
0.25,-0.02500000000000001,0.2,x,-10.0,False,0.0,0.2104,,
0.25,0.024999999999999994,0.2,x,0.0,False,0.0,0.2104,,
0.25,0.024999999999999994,0.2,x,10.0,False,0.0,0.2104,,
0.25,0.024999999999999994,0.2,x,-10.0,False,0.0,0.2104,,
0.25,0.07500000000000001,0.2,x,0.0,False,0.0,0.222,,
0.25,0.07500000000000001,0.2,x,10.0,False,0.0,0.222,,
0.25,0.07500000000000001,0.2,x,-10.0,False,0.0,0.222,,
0.3,-0.07500000000000001,0.2,x,0.0,True,1.0,0.2104,2025-08-18 11:07:43,2025-08-18 11:07:46
0.3,-0.07500000000000001,0.2,x,10.0,True,1.0,0.2104,2025-08-18 11:07:46,2025-08-18 11:07:49
0.3,-0.07500000000000001,0.2,x,-10.0,True,1.0,0.2104,2025-08-18 11:07:49,2025-08-18 11:07:52
0.3,-0.02500000000000001,0.2,x,0.0,True,1.0,0.1982,2025-08-18 11:07:52,2025-08-18 11:07:55
0.3,-0.02500000000000001,0.2,x,10.0,True,1.0,0.1982,2025-08-18 11:07:55,2025-08-18 11:07:59
0.3,-0.02500000000000001,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 11:07:59,2025-08-18 11:08:02
0.3,0.024999999999999994,0.2,x,0.0,True,1.0,0.1982,2025-08-18 11:08:02,2025-08-18 11:08:05
0.3,0.024999999999999994,0.2,x,10.0,True,1.0,0.1982,2025-08-18 11:08:05,2025-08-18 11:08:08
0.3,0.024999999999999994,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 11:08:08,2025-08-18 11:08:11
0.3,0.07500000000000001,0.2,x,0.0,True,1.0,0.2104,2025-08-18 11:08:11,2025-08-18 11:08:14
0.3,0.07500000000000001,0.2,x,10.0,True,1.0,0.2104,2025-08-18 11:08:14,2025-08-18 11:08:17
0.3,0.07500000000000001,0.2,x,-10.0,True,1.0,0.2104,2025-08-18 11:08:17,2025-08-18 11:08:20
0.35,-0.07500000000000001,0.2,x,0.0,True,1.0,0.2104,2025-08-18 11:08:20,2025-08-18 11:08:23
