x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.25,-0.07500000000000001,0.2,x,0.0,True,0.97,0.222,2025-08-18 11:05:28,2025-08-18 11:05:33
0.25,-0.07500000000000001,0.2,x,10.0,True,1.0,0.222,2025-08-18 11:05:33,2025-08-18 11:05:36
0.25,-0.07500000000000001,0.2,x,-10.0,False,0.4,0.222,,
0.25,-0.02500000000000001,0.2,x,0.0,False,0.43,0.2104,,
0.25,-0.02500000000000001,0.2,x,10.0,True,1.0,0.2104,2025-08-18 11:05:36,2025-08-18 11:05:42
0.25,-0.02500000000000001,0.2,x,-10.0,False,0.0,0.2104,,
0.25,0.024999999999999994,0.2,x,0.0,False,0.0,0.2104,,
0.25,0.024999999999999994,0.2,x,10.0,False,0.0,0.2104,,
0.25,0.024999999999999994,0.2,x,-10.0,False,0.0,0.2104,,
0.25,0.07500000000000001,0.2,x,0.0,False,0.0,0.222,,
0.25,0.07500000000000001,0.2,x,10.0,False,0.0,0.222,,
0.25,0.07500000000000001,0.2,x,-10.0,False,0.0,0.222,,
0.3,-0.07500000000000001,0.2,x,0.0,True,1.0,0.2104,2025-08-18 11:05:43,2025-08-18 11:05:49
0.3,-0.07500000000000001,0.2,x,10.0,True,1.0,0.2104,2025-08-18 11:05:49,2025-08-18 11:05:56
0.3,-0.07500000000000001,0.2,x,-10.0,True,1.0,0.2104,2025-08-18 11:05:56,2025-08-18 11:06:04
0.3,-0.02500000000000001,0.2,x,0.0,True,1.0,0.1982,2025-08-18 11:06:04,2025-08-18 11:06:06
0.3,-0.02500000000000001,0.2,x,10.0,True,1.0,0.1982,2025-08-18 11:06:06,2025-08-18 11:06:08
0.3,-0.02500000000000001,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 11:06:08,2025-08-18 11:06:12
0.3,0.024999999999999994,0.2,x,0.0,True,1.0,0.1982,2025-08-18 11:06:12,2025-08-18 11:06:16
