x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.285,-0.065,0.1,x,0.0,True,1.0,0.1322,2025-08-18 15:12:26,2025-08-18 15:12:34
0.285,-0.065,0.1,x,10.0,True,1.0,0.1322,2025-08-18 15:12:34,2025-08-18 15:12:40
0.285,-0.065,0.1,x,20.0,True,1.0,0.1322,2025-08-18 15:12:40,2025-08-18 15:12:46
0.285,-0.055,0.1,x,0.0,True,1.0,0.1276,2025-08-18 15:12:46,2025-08-18 15:12:53
0.285,-0.055,0.1,x,10.0,True,1.0,0.1276,2025-08-18 15:12:53,2025-08-18 15:12:59
0.285,-0.055,0.1,x,20.0,True,1.0,0.1276,2025-08-18 15:12:59,2025-08-18 15:13:05
0.285,-0.045,0.1,x,0.0,True,1.0,0.1236,2025-08-18 15:13:05,2025-08-18 15:13:11
0.285,-0.045,0.1,x,10.0,True,1.0,0.1236,2025-08-18 15:13:11,2025-08-18 15:13:18
0.285,-0.045,0.1,x,20.0,True,1.0,0.1236,2025-08-18 15:13:18,2025-08-18 15:13:24
0.285,-0.035,0.1,x,0.0,True,1.0,0.1203,2025-08-18 15:13:24,2025-08-18 15:13:30
0.285,-0.035,0.1,x,10.0,True,1.0,0.1203,2025-08-18 15:13:30,2025-08-18 15:13:36
0.285,-0.035,0.1,x,20.0,True,1.0,0.1203,2025-08-18 15:13:36,2025-08-18 15:13:43
0.285,-0.025,0.1,x,0.0,True,1.0,0.1178,2025-08-18 15:13:43,2025-08-18 15:13:50
0.285,-0.025,0.1,x,10.0,True,1.0,0.1178,2025-08-18 15:13:50,2025-08-18 15:13:56
0.285,-0.025,0.1,x,20.0,True,1.0,0.1178,2025-08-18 15:13:56,2025-08-18 15:14:02
0.285,-0.015,0.1,x,0.0,True,1.0,0.1161,2025-08-18 15:14:02,2025-08-18 15:14:09
0.285,-0.015,0.1,x,10.0,True,1.0,0.1161,2025-08-18 15:14:09,2025-08-18 15:14:17
0.285,-0.015,0.1,x,20.0,True,1.0,0.1161,2025-08-18 15:14:17,2025-08-18 15:14:23
0.285,-0.0050000000000000044,0.1,x,0.0,True,1.0,0.1152,2025-08-18 15:14:23,2025-08-18 15:14:29
0.285,-0.0050000000000000044,0.1,x,10.0,True,1.0,0.1152,2025-08-18 15:14:29,2025-08-18 15:14:35
0.285,-0.0050000000000000044,0.1,x,20.0,True,1.0,0.1152,2025-08-18 15:14:35,2025-08-18 15:14:41
0.285,0.0050000000000000044,0.1,x,0.0,True,1.0,0.1152,2025-08-18 15:14:41,2025-08-18 15:14:47
0.285,0.0050000000000000044,0.1,x,10.0,True,1.0,0.1152,2025-08-18 15:14:47,2025-08-18 15:14:53
0.285,0.0050000000000000044,0.1,x,20.0,True,1.0,0.1152,2025-08-18 15:14:53,2025-08-18 15:14:59
0.285,0.015,0.1,x,0.0,True,1.0,0.1161,2025-08-18 15:14:59,2025-08-18 15:15:05
0.285,0.015,0.1,x,10.0,True,1.0,0.1161,2025-08-18 15:15:05,2025-08-18 15:15:11
0.285,0.015,0.1,x,20.0,True,1.0,0.1161,2025-08-18 15:15:11,2025-08-18 15:15:17
0.285,0.024999999999999994,0.1,x,0.0,True,1.0,0.1178,2025-08-18 15:15:17,2025-08-18 15:15:23
0.285,0.024999999999999994,0.1,x,10.0,True,1.0,0.1178,2025-08-18 15:15:23,2025-08-18 15:15:29
0.285,0.024999999999999994,0.1,x,20.0,True,1.0,0.1178,2025-08-18 15:15:29,2025-08-18 15:15:35
0.285,0.035,0.1,x,0.0,True,1.0,0.1203,2025-08-18 15:15:35,2025-08-18 15:15:41
0.285,0.035,0.1,x,10.0,True,1.0,0.1203,2025-08-18 15:15:41,2025-08-18 15:15:47
0.285,0.035,0.1,x,20.0,True,1.0,0.1203,2025-08-18 15:15:47,2025-08-18 15:15:53
0.285,0.045,0.1,x,0.0,True,1.0,0.1236,2025-08-18 15:15:53,2025-08-18 15:15:59
0.285,0.045,0.1,x,10.0,True,1.0,0.1236,2025-08-18 15:15:59,2025-08-18 15:16:05
0.285,0.045,0.1,x,20.0,True,1.0,0.1236,2025-08-18 15:16:05,2025-08-18 15:16:11
0.285,0.05499999999999999,0.1,x,0.0,True,1.0,0.1276,2025-08-18 15:16:11,2025-08-18 15:16:17
0.285,0.05499999999999999,0.1,x,10.0,True,1.0,0.1276,2025-08-18 15:16:17,2025-08-18 15:16:23
0.285,0.05499999999999999,0.1,x,20.0,True,1.0,0.1276,2025-08-18 15:16:23,2025-08-18 15:16:29
0.285,0.065,0.1,x,0.0,True,1.0,0.1322,2025-08-18 15:16:29,2025-08-18 15:16:35
0.285,0.065,0.1,x,10.0,True,1.0,0.1322,2025-08-18 15:16:35,2025-08-18 15:16:41
0.285,0.065,0.1,x,20.0,True,1.0,0.1322,2025-08-18 15:16:41,2025-08-18 15:16:47
0.295,-0.065,0.1,x,0.0,True,1.0,0.1276,2025-08-18 15:16:47,2025-08-18 15:16:53
0.295,-0.065,0.1,x,10.0,True,1.0,0.1276,2025-08-18 15:16:53,2025-08-18 15:16:59
0.295,-0.065,0.1,x,20.0,True,1.0,0.1276,2025-08-18 15:16:59,2025-08-18 15:17:05
0.295,-0.055,0.1,x,0.0,True,1.0,0.1228,2025-08-18 15:17:05,2025-08-18 15:17:11
0.295,-0.055,0.1,x,10.0,True,1.0,0.1228,2025-08-18 15:17:11,2025-08-18 15:17:17
0.295,-0.055,0.1,x,20.0,True,1.0,0.1228,2025-08-18 15:17:17,2025-08-18 15:17:23
0.295,-0.045,0.1,x,0.0,True,1.0,0.1186,2025-08-18 15:17:23,2025-08-18 15:17:29
0.295,-0.045,0.1,x,10.0,True,1.0,0.1186,2025-08-18 15:17:29,2025-08-18 15:17:35
0.295,-0.045,0.1,x,20.0,True,1.0,0.1186,2025-08-18 15:17:35,2025-08-18 15:17:41
0.295,-0.035,0.1,x,0.0,True,1.0,0.1152,2025-08-18 15:17:41,2025-08-18 15:17:47
0.295,-0.035,0.1,x,10.0,True,1.0,0.1152,2025-08-18 15:17:47,2025-08-18 15:17:53
