z,attempt,points_total,points_reached,reach_fraction,delta,raster_size,auto_success,started_at,finished_at,csv_path
0.2,1,25,25,1.0,0.002,5,True,2025-08-19 14:59:44,2025-08-19 15:00:23,/home/hannah_kunze/catkin_ws/raster_results/raster_log_2025-08-19_14-59-42_z0_200mm.csv
0.201,1,25,25,1.0,0.002,5,True,2025-08-19 15:00:25,2025-08-19 15:01:04,/home/hannah_kunze/catkin_ws/raster_results/raster_log_2025-08-19_14-59-42_z0_201mm.csv
