x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:48:15,2025-08-18 10:48:19
0.3,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:48:19,2025-08-18 10:48:22
0.3,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:48:22,2025-08-18 10:48:25
0.3,0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:48:25,2025-08-18 10:48:28
0.3,0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:48:28,2025-08-18 10:48:31
0.3,0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:48:31,2025-08-18 10:48:34
0.35,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:48:34,2025-08-18 10:48:37
0.35,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:48:37,2025-08-18 10:48:40
0.35,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:48:40,2025-08-18 10:48:44
0.35,0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:48:44,2025-08-18 10:48:47
0.35,0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:48:47,2025-08-18 10:48:50
0.35,0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:48:50,2025-08-18 10:48:53
0.3,-0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:48:53,2025-08-18 10:48:56
0.3,-0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:48:56,2025-08-18 10:48:59
0.3,-0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:48:59,2025-08-18 10:49:02
0.3,0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:49:02,2025-08-18 10:49:05
0.3,0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:49:05,2025-08-18 10:49:08
0.3,0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:49:08,2025-08-18 10:49:12
0.35,-0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:49:12,2025-08-18 10:49:15
0.35,-0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:49:15,2025-08-18 10:49:18
0.35,-0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:49:18,2025-08-18 10:49:21
0.35,0.025,0.25,x,0.0,True,1.0,0.2475,2025-08-18 10:49:21,2025-08-18 10:49:24
0.35,0.025,0.25,x,10.0,True,1.0,0.2475,2025-08-18 10:49:24,2025-08-18 10:49:27
0.35,0.025,0.25,x,-10.0,True,1.0,0.2475,2025-08-18 10:49:27,2025-08-18 10:49:30
