x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.3,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:46:15,2025-08-18 10:46:19
0.3,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:46:19,2025-08-18 10:46:22
0.3,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:46:22,2025-08-18 10:46:25
0.3,0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:46:25,2025-08-18 10:46:28
0.3,0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:46:28,2025-08-18 10:46:31
0.3,0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:46:31,2025-08-18 10:46:34
0.35,-0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:46:34,2025-08-18 10:46:37
0.35,-0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:46:37,2025-08-18 10:46:40
0.35,-0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:46:40,2025-08-18 10:46:44
0.35,0.025,0.2,x,0.0,True,1.0,0.1982,2025-08-18 10:46:44,2025-08-18 10:46:47
0.35,0.025,0.2,x,10.0,True,1.0,0.1982,2025-08-18 10:46:47,2025-08-18 10:46:50
0.35,0.025,0.2,x,-10.0,True,1.0,0.1982,2025-08-18 10:46:50,2025-08-18 10:46:53
