x,y,z,tilt_axis,tilt_angle_deg,reachable,fraction,radial_distance,time_start,time_end
0.275,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:25:38,2025-08-18 11:25:41
0.275,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:25:41,2025-08-18 11:25:44
0.275,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:25:44,2025-08-18 11:25:47
0.275,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:25:47,2025-08-18 11:25:51
0.275,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:25:51,2025-08-18 11:25:54
0.275,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:25:54,2025-08-18 11:25:57
0.325,-0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:25:57,2025-08-18 11:26:00
0.325,-0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:26:00,2025-08-18 11:26:03
0.325,0.0,0.2,x,0.0,True,1.0,0.195,2025-08-18 11:26:03,2025-08-18 11:26:06
0.325,0.0,0.2,x,10.0,True,1.0,0.195,2025-08-18 11:26:06,2025-08-18 11:26:09
0.325,0.05,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:26:09,2025-08-18 11:26:12
0.325,0.05,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:26:12,2025-08-18 11:26:15
0.375,-0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:26:15,2025-08-18 11:26:19
0.375,-0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:26:19,2025-08-18 11:26:22
0.375,0.0,0.2,x,0.0,True,1.0,0.2013,2025-08-18 11:26:22,2025-08-18 11:26:25
0.375,0.0,0.2,x,10.0,True,1.0,0.2013,2025-08-18 11:26:25,2025-08-18 11:26:28
0.375,0.05,0.2,x,0.0,True,1.0,0.2074,2025-08-18 11:26:28,2025-08-18 11:26:31
0.375,0.05,0.2,x,10.0,True,1.0,0.2074,2025-08-18 11:26:31,2025-08-18 11:26:34
0.275,-0.05,0.25,x,0.0,True,1.0,0.255,2025-08-18 11:26:34,2025-08-18 11:26:38
0.275,-0.05,0.25,x,10.0,True,1.0,0.255,2025-08-18 11:26:38,2025-08-18 11:26:41
0.275,0.0,0.25,x,0.0,True,1.0,0.25,2025-08-18 11:26:41,2025-08-18 11:26:44
0.275,0.0,0.25,x,10.0,True,1.0,0.25,2025-08-18 11:26:44,2025-08-18 11:26:47
0.275,0.05,0.25,x,0.0,True,1.0,0.255,2025-08-18 11:26:47,2025-08-18 11:26:50
0.275,0.05,0.25,x,10.0,True,1.0,0.255,2025-08-18 11:26:50,2025-08-18 11:26:53
0.325,-0.05,0.25,x,0.0,True,1.0,0.25,2025-08-18 11:26:53,2025-08-18 11:26:57
0.325,-0.05,0.25,x,10.0,True,1.0,0.25,2025-08-18 11:26:57,2025-08-18 11:27:00
0.325,0.0,0.25,x,0.0,True,1.0,0.245,2025-08-18 11:27:00,2025-08-18 11:27:03
0.325,0.0,0.25,x,10.0,True,1.0,0.245,2025-08-18 11:27:03,2025-08-18 11:27:06
0.325,0.05,0.25,x,0.0,True,1.0,0.25,2025-08-18 11:27:06,2025-08-18 11:27:09
0.325,0.05,0.25,x,10.0,True,1.0,0.25,2025-08-18 11:27:09,2025-08-18 11:27:12
0.375,-0.05,0.25,x,0.0,True,1.0,0.255,2025-08-18 11:27:12,2025-08-18 11:27:15
0.375,-0.05,0.25,x,10.0,True,1.0,0.255,2025-08-18 11:27:15,2025-08-18 11:27:18
0.375,0.0,0.25,x,0.0,True,1.0,0.25,2025-08-18 11:27:18,2025-08-18 11:27:21
0.375,0.0,0.25,x,10.0,True,1.0,0.25,2025-08-18 11:27:21,2025-08-18 11:27:24
0.375,0.05,0.25,x,0.0,True,1.0,0.255,2025-08-18 11:27:24,2025-08-18 11:27:27
0.375,0.05,0.25,x,10.0,True,1.0,0.255,2025-08-18 11:27:27,2025-08-18 11:27:30
