x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.08,True,1.0,0.08,2025-09-08 11:37:09.480,2025-09-08 11:37:16.173,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x350mm_y0mm/raster_log_2025-09-08 11:33:51.609_z80mm_x350mm_y0mm_ocr.csv,10
0.35,0.05,0.08,True,1.0,0.09434,2025-09-08 11:37:16.181,2025-09-08 11:37:22.069,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x350mm_y50mm/raster_log_2025-09-08 11:33:51.609_z80mm_x350mm_y50mm_ocr.csv,10
0.35,0.1,0.08,True,1.0,0.12806,2025-09-08 11:37:22.077,2025-09-08 11:37:27.950,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x350mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x350mm_y100mm_ocr.csv,10
0.35,0.15000000000000002,0.08,True,1.0,0.17,2025-09-08 11:37:27.958,2025-09-08 11:37:33.862,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x350mm_y150mm/raster_log_2025-09-08 11:33:51.609_z80mm_x350mm_y150mm_ocr.csv,10
0.39999999999999997,0.15000000000000002,0.08,True,1.0,0.1772,2025-09-08 11:37:33.870,2025-09-08 11:37:40.020,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y150mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y150mm_ocr.csv,10
0.39999999999999997,0.1,0.08,True,1.0,0.13748,2025-09-08 11:37:40.026,2025-09-08 11:37:45.927,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_ocr.csv,10
0.39999999999999997,0.05,0.08,True,1.0,0.10677,2025-09-08 11:37:45.938,2025-09-08 11:37:51.849,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y50mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y50mm_ocr.csv,10
0.39999999999999997,0.0,0.08,True,1.0,0.09434,2025-09-08 11:37:51.859,2025-09-08 11:37:57.752,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y0mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y0mm_ocr.csv,10
0.44999999999999996,0.0,0.08,True,1.0,0.12806,2025-09-08 11:37:57.760,2025-09-08 11:38:03.799,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x450mm_y0mm/raster_log_2025-09-08 11:33:51.609_z80mm_x450mm_y0mm_ocr.csv,10
0.44999999999999996,0.05,0.08,True,1.0,0.13748,2025-09-08 11:38:03.812,2025-09-08 11:38:09.652,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x450mm_y50mm/raster_log_2025-09-08 11:33:51.609_z80mm_x450mm_y50mm_ocr.csv,10
0.44999999999999996,0.1,0.08,True,1.0,0.16248,2025-09-08 11:38:09.659,2025-09-08 11:38:15.529,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x450mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x450mm_y100mm_ocr.csv,10
0.44999999999999996,0.15000000000000002,0.08,True,1.0,0.19723,2025-09-08 11:38:15.536,2025-09-08 11:38:21.391,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x450mm_y150mm/raster_log_2025-09-08 11:33:51.609_z80mm_x450mm_y150mm_ocr.csv,10
0.5,0.15000000000000002,0.08,True,1.0,0.22672,2025-09-08 11:38:21.400,2025-09-08 11:38:27.408,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x500mm_y150mm/raster_log_2025-09-08 11:33:51.609_z80mm_x500mm_y150mm_ocr.csv,10
0.5,0.1,0.08,True,1.0,0.19723,2025-09-08 11:38:27.416,2025-09-08 11:38:33.230,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x500mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x500mm_y100mm_ocr.csv,10
0.5,0.05,0.08,True,1.0,0.1772,2025-09-08 11:38:33.237,2025-09-08 11:38:39.064,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x500mm_y50mm/raster_log_2025-09-08 11:33:51.609_z80mm_x500mm_y50mm_ocr.csv,10
0.5,0.0,0.08,True,1.0,0.17,2025-09-08 11:38:39.071,2025-09-08 11:38:44.893,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x500mm_y0mm/raster_log_2025-09-08 11:33:51.609_z80mm_x500mm_y0mm_ocr.csv,10
