z,attempt,points_total,points_reached,reach_fraction,delta,raster_size,auto_success,started_at,finished_at,csv_path
0.001,1,32,16,0.5,0.005,4,False,2025-09-08 15:15:46.723,2025-09-08 15:19:00.508,/home/hannah_kunze/catkin_ws/raster_results/raster_log_2025-09-08 15:15:44.722_z1mm.csv
0.001,2,32,16,0.5,0.005,4,False,2025-09-08 15:19:14.816,2025-09-08 15:22:27.908,/home/hannah_kunze/catkin_ws/raster_results/raster_log_2025-09-08 15:15:44.722_z1mm_retry1.csv
0.001,3,32,16,0.5,0.005,4,False,2025-09-08 15:22:36.423,2025-09-08 15:25:49.107,/home/hannah_kunze/catkin_ws/raster_results/raster_log_2025-09-08 15:15:44.722_z1mm_retry2.csv
