idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:51:01.445678,0.002,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:01.443_000.png
2,2025-08-25T13:51:02.434532,1.003,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:02.431_001.png
3,2025-08-25T13:51:03.442101,2.003,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:03.438_002.png
4,2025-08-25T13:51:04.447890,3.004,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:04.443_003.png
5,2025-08-25T13:51:05.440382,4.002,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:05.437_004.png
6,2025-08-25T13:51:06.448661,5.003,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:06.445_005.png
7,2025-08-25T13:51:07.456939,6.003,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:07.454_006.png
8,2025-08-25T13:51:08.438803,7.002,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:08.436_007.png
9,2025-08-25T13:51:09.442606,8.003,22:21,,"2150
2200 :
.
2300
1
7
0
100
:8024
7961225946.391222:215044:0.400.0.000.20.150
7
484.0150.003
7596122946.4928927:870.1598:1",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y50mm_2025-08-25 13:51:09.440_008.png
