idx,t_iso,elapsed_s,ocr_text,extracted_number,img_path
1,2025-09-08T11:37:40.989646,0.0,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-40.989_000.png
2,2025-09-08T11:37:41.483531,0.502,oo,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-41.482_001.png
3,2025-09-08T11:37:41.983216,1.002,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-41.982_002.png
4,2025-09-08T11:37:42.484988,1.502,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-42.484_003.png
5,2025-09-08T11:37:42.984647,2.002,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-42.983_004.png
6,2025-09-08T11:37:43.487913,2.502,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-43.487_005.png
7,2025-09-08T11:37:43.986977,3.002,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-43.986_006.png
8,2025-09-08T11:37:44.486156,3.502,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-44.485_007.png
9,2025-09-08T11:37:44.984047,4.0,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-44.983_008.png
10,2025-09-08T11:37:45.484366,4.502,0o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z80mm/x400mm_y100mm/raster_log_2025-09-08 11:33:51.609_z80mm_x400mm_y100mm_2025-09-08_11-37-45.483_009.png
