x,y,z,reachable,fraction,radial_distance,t_start,t_end,ocr_series_csv,n_captures,ocr_raw,ocr_mean,ocr_n,ocr_times
0.35,0.0,0.2,True,1.0,0.195,2025-08-25 13:49:56.387,2025-08-25 13:50:05.391,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_ocr.csv,9,"2200, 2200, 2200, 2200, 2200",2200.00,5,"13:49:58, 13:49:59, 13:50:00, 13:50:01, 13:50:02"
0.35,0.05,0.2,True,1.0,0.2013,2025-08-25 13:50:06.187,2025-08-25 13:50:15.191,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y50mm_ocr.csv,9,"68501743604, 68501743604, 68501743604, 68501743604, 68501743604",68501743604.00,5,"13:50:08, 13:50:09, 13:50:10, 13:50:11, 13:50:12"
0.39999999999999997,0.05,0.2,True,1.0,0.2074,2025-08-25 13:50:16.287,2025-08-25 13:50:25.290,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_ocr.csv,9,"68501743604, 68501743604, 68501743604, 68501743604, 68501743604",68501743604.00,5,"13:50:18, 13:50:19, 13:50:20, 13:50:21, 13:50:22"
0.39999999999999997,0.0,0.2,True,1.0,0.2013,2025-08-25 13:50:26.086,2025-08-25 13:50:35.091,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y0mm_ocr.csv,9,"27150, 27150, 27150, 27150, 27150",27150.00,5,"13:50:28, 13:50:29, 13:50:30, 13:50:31, 13:50:32"
