z,attempt,points_total,points_reached,reach_fraction,delta,raster_size,auto_success,started_at,finished_at,csv_path
0.05,1,16,16,1.0,0.02,4,True,2025-09-04 11:39:10.017,2025-09-04 11:41:49.031,/home/hannah_kunze/catkin_ws/raster_results/raster_log_2025-09-04 11:39:08.010_z50mm.csv
