x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.06,True,1.0,0.06,2025-09-08 12:15:08.311,2025-09-08 12:15:17.620,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y0mm/raster_log_2025-09-08 12:07:13.406_z60mm_x350mm_y0mm_ocr.csv,16
0.35,0.02,0.06,True,1.0,0.06325,2025-09-08 12:15:17.624,2025-09-08 12:15:26.441,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y20mm/raster_log_2025-09-08 12:07:13.406_z60mm_x350mm_y20mm_ocr.csv,16
0.35,0.04,0.06,True,1.0,0.07211,2025-09-08 12:15:26.446,2025-09-08 12:15:35.275,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y40mm/raster_log_2025-09-08 12:07:13.406_z60mm_x350mm_y40mm_ocr.csv,16
0.35,0.06,0.06,True,1.0,0.08485,2025-09-08 12:15:35.282,2025-09-08 12:15:44.107,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y60mm/raster_log_2025-09-08 12:07:13.406_z60mm_x350mm_y60mm_ocr.csv,16
0.35,0.08,0.06,True,1.0,0.1,2025-09-08 12:15:44.114,2025-09-08 12:15:52.941,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y80mm/raster_log_2025-09-08 12:07:13.406_z60mm_x350mm_y80mm_ocr.csv,16
0.37,0.08,0.06,True,1.0,0.10198,2025-09-08 12:15:52.948,2025-09-08 12:16:01.808,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x370mm_y80mm/raster_log_2025-09-08 12:07:13.406_z60mm_x370mm_y80mm_ocr.csv,16
0.37,0.06,0.06,True,1.0,0.08718,2025-09-08 12:16:01.813,2025-09-08 12:16:10.642,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x370mm_y60mm/raster_log_2025-09-08 12:07:13.406_z60mm_x370mm_y60mm_ocr.csv,16
0.37,0.04,0.06,True,1.0,0.07483,2025-09-08 12:16:10.647,2025-09-08 12:16:19.475,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x370mm_y40mm/raster_log_2025-09-08 12:07:13.406_z60mm_x370mm_y40mm_ocr.csv,16
0.37,0.02,0.06,True,1.0,0.06633,2025-09-08 12:16:19.483,2025-09-08 12:16:28.308,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x370mm_y20mm/raster_log_2025-09-08 12:07:13.406_z60mm_x370mm_y20mm_ocr.csv,16
0.37,0.0,0.06,True,1.0,0.06325,2025-09-08 12:16:28.317,2025-09-08 12:16:37.141,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x370mm_y0mm/raster_log_2025-09-08 12:07:13.406_z60mm_x370mm_y0mm_ocr.csv,16
0.38999999999999996,0.0,0.06,True,1.0,0.07211,2025-09-08 12:16:37.146,2025-09-08 12:16:46.008,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x390mm_y0mm/raster_log_2025-09-08 12:07:13.406_z60mm_x390mm_y0mm_ocr.csv,16
0.38999999999999996,0.02,0.06,True,1.0,0.07483,2025-09-08 12:16:46.018,2025-09-08 12:16:54.841,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x390mm_y20mm/raster_log_2025-09-08 12:07:13.406_z60mm_x390mm_y20mm_ocr.csv,16
0.38999999999999996,0.04,0.06,True,1.0,0.08246,2025-09-08 12:16:54.849,2025-09-08 12:17:03.675,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x390mm_y40mm/raster_log_2025-09-08 12:07:13.406_z60mm_x390mm_y40mm_ocr.csv,16
0.38999999999999996,0.06,0.06,True,1.0,0.09381,2025-09-08 12:17:03.679,2025-09-08 12:17:12.508,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x390mm_y60mm/raster_log_2025-09-08 12:07:13.406_z60mm_x390mm_y60mm_ocr.csv,16
0.38999999999999996,0.08,0.06,True,1.0,0.1077,2025-09-08 12:17:12.516,2025-09-08 12:17:21.341,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x390mm_y80mm/raster_log_2025-09-08 12:07:13.406_z60mm_x390mm_y80mm_ocr.csv,16
0.41,0.08,0.06,True,1.0,0.11662,2025-09-08 12:17:21.346,2025-09-08 12:17:30.207,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x410mm_y80mm/raster_log_2025-09-08 12:07:13.406_z60mm_x410mm_y80mm_ocr.csv,16
0.41,0.06,0.06,True,1.0,0.10392,2025-09-08 12:17:30.211,2025-09-08 12:17:39.041,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x410mm_y60mm/raster_log_2025-09-08 12:07:13.406_z60mm_x410mm_y60mm_ocr.csv,16
