idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:48:27.905960,0.019,13:48,,"2025082513:48:23.856.
2025082513:48:23.856.2150.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:27.904_000.png
2,2025-08-25T13:48:28.854535,1.004,,,21,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:28.851_001.png
3,2025-08-25T13:48:29.861877,2.005,,,21,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:29.860_002.png
4,2025-08-25T13:48:30.897375,3.005,13:48,,"2025082513:48:23.856.
2025082513:48:23.856.2150.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:30.895_003.png
5,2025-08-25T13:48:31.887556,4.004,13:48,,"2025082513:48:23.856.
2025082513:48:23.856.2150.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:31.885_004.png
6,2025-08-25T13:48:32.904180,5.004,13:48,,"2025082513:48:23.856.
2025082513:48:23.856.2150.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:32.901_005.png
7,2025-08-25T13:48:34.006764,6.004,,,"2025082
.
2025082:
:
...
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:34.004_006.png
8,2025-08-25T13:48:35.025206,7.004,,,"2025082

.
2025082:

:
...
1
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:35.023_007.png
9,2025-08-25T13:48:36.021206,8.004,,,"2025082

.
2025082:

:
...
1
.
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z150mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z150mm_x350mm_y0mm_2025-08-25 13:48:36.019_008.png
