z,attempt,points_total,points_reached,reach_fraction,delta,raster_size,auto_success,started_at,finished_at,csv_path
0.001,1,72,36,0.5,0.003,6,False,2025-09-08 15:34:07.232,2025-09-08 15:41:20.322,/home/hannah_kunze/catkin_ws/raster_results/raster_log_2025-09-08 15:34:05.221_z1mm.csv
