idx,t_iso,elapsed_s,ocr_text,extracted_number,img_path
1,2025-09-04T11:17:32.374489,0.0,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-32.369_000.png
2,2025-09-04T11:17:32.869571,0.502,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-32.865_001.png
3,2025-09-04T11:17:33.366313,1.0,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-33.362_002.png
4,2025-09-04T11:17:33.875898,1.501,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-33.870_003.png
5,2025-09-04T11:17:34.370582,2.002,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-34.364_004.png
6,2025-09-04T11:17:34.874792,2.502,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-34.870_005.png
7,2025-09-04T11:17:35.373854,3.002,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-35.369_006.png
8,2025-09-04T11:17:35.872963,3.5,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-35.868_007.png
9,2025-09-04T11:17:36.384353,4.002,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-36.378_008.png
10,2025-09-04T11:17:36.874281,4.502,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-36.869_009.png
11,2025-09-04T11:17:37.379468,5.002,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-37.373_010.png
12,2025-09-04T11:17:37.876350,5.502,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-37.871_011.png
13,2025-09-04T11:17:38.367065,6.002,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-38.362_012.png
14,2025-09-04T11:17:38.874028,6.502,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-38.869_013.png
15,2025-09-04T11:17:39.379518,7.001,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-39.372_014.png
16,2025-09-04T11:17:39.870914,7.5,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-39.866_015.png
17,2025-09-04T11:17:40.372260,8.002,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-40.367_016.png
18,2025-09-04T11:17:40.882322,8.502,,,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x500mm_y0mm/raster_log_2025-09-04 11:14:58.361_z50mm_x500mm_y0mm_2025-09-04_11-17-40.877_017.png
