idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:51:21.353870,0.001,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:21.350_000.png
2,2025-08-25T13:51:22.356385,1.004,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:22.353_001.png
3,2025-08-25T13:51:23.351024,2.004,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:23.348_002.png
4,2025-08-25T13:51:24.353925,3.004,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:24.351_003.png
5,2025-08-25T13:51:25.346866,4.004,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:25.344_004.png
6,2025-08-25T13:51:26.360943,5.004,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:26.358_005.png
7,2025-08-25T13:51:27.349434,6.002,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:27.346_006.png
8,2025-08-25T13:51:28.359288,7.003,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:28.356_007.png
9,2025-08-25T13:51:29.357999,8.004,,,"2150
828
2200 : ...:
300 5
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x400mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x400mm_y0mm_2025-08-25 13:51:29.355_008.png
