x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.01,True,1.0,0.01,2025-09-08 16:02:43.171,2025-09-08 16:02:53.125,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x350mm_y0mm/raster_log_2025-09-08 15:56:00.688_z10mm_x350mm_y0mm_ocr.csv,18
0.35,0.005,0.01,True,1.0,0.01118,2025-09-08 16:02:53.128,2025-09-08 16:03:02.689,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x350mm_y5mm/raster_log_2025-09-08 15:56:00.688_z10mm_x350mm_y5mm_ocr.csv,18
0.35,0.01,0.01,True,1.0,0.01414,2025-09-08 16:03:02.693,2025-09-08 16:03:12.257,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x350mm_y10mm/raster_log_2025-09-08 15:56:00.688_z10mm_x350mm_y10mm_ocr.csv,18
0.35,0.015,0.01,True,1.0,0.01803,2025-09-08 16:03:12.260,2025-09-08 16:03:21.824,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x350mm_y15mm/raster_log_2025-09-08 15:56:00.688_z10mm_x350mm_y15mm_ocr.csv,18
0.35,0.02,0.01,True,1.0,0.02236,2025-09-08 16:03:21.827,2025-09-08 16:03:31.390,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x350mm_y20mm/raster_log_2025-09-08 15:56:00.688_z10mm_x350mm_y20mm_ocr.csv,18
0.35,0.025,0.01,True,1.0,0.02693,2025-09-08 16:03:31.394,2025-09-08 16:03:40.955,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x350mm_y25mm/raster_log_2025-09-08 15:56:00.688_z10mm_x350mm_y25mm_ocr.csv,18
0.355,0.025,0.01,True,1.0,0.02739,2025-09-08 16:03:40.958,2025-09-08 16:03:50.524,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x355mm_y25mm/raster_log_2025-09-08 15:56:00.688_z10mm_x355mm_y25mm_ocr.csv,18
0.355,0.02,0.01,True,1.0,0.02291,2025-09-08 16:03:50.526,2025-09-08 16:04:00.056,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x355mm_y20mm/raster_log_2025-09-08 15:56:00.688_z10mm_x355mm_y20mm_ocr.csv,18
0.355,0.015,0.01,True,1.0,0.01871,2025-09-08 16:04:00.060,2025-09-08 16:04:09.624,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x355mm_y15mm/raster_log_2025-09-08 15:56:00.688_z10mm_x355mm_y15mm_ocr.csv,18
0.355,0.01,0.01,True,1.0,0.015,2025-09-08 16:04:09.628,2025-09-08 16:04:19.189,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z10mm/x355mm_y10mm/raster_log_2025-09-08 15:56:00.688_z10mm_x355mm_y10mm_ocr.csv,18
