x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.015,True,1.0,0.015,2025-09-08 13:17:28.063,2025-09-08 13:17:37.092,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x350mm_y0mm/raster_log_2025-09-08 13:12:01.354_z15mm_x350mm_y0mm_ocr.csv,16
0.35,0.01,0.015,True,1.0,0.01803,2025-09-08 13:17:37.096,2025-09-08 13:17:45.824,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x350mm_y10mm/raster_log_2025-09-08 13:12:01.354_z15mm_x350mm_y10mm_ocr.csv,16
0.35,0.02,0.015,True,1.0,0.025,2025-09-08 13:17:45.828,2025-09-08 13:17:54.558,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x350mm_y20mm/raster_log_2025-09-08 13:12:01.354_z15mm_x350mm_y20mm_ocr.csv,16
0.35,0.03,0.015,True,1.0,0.03354,2025-09-08 13:17:54.562,2025-09-08 13:18:03.290,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x350mm_y30mm/raster_log_2025-09-08 13:12:01.354_z15mm_x350mm_y30mm_ocr.csv,16
0.36,0.03,0.015,True,1.0,0.035,2025-09-08 13:18:03.294,2025-09-08 13:18:12.025,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x360mm_y30mm/raster_log_2025-09-08 13:12:01.354_z15mm_x360mm_y30mm_ocr.csv,16
0.36,0.02,0.015,True,1.0,0.02693,2025-09-08 13:18:12.029,2025-09-08 13:18:20.758,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x360mm_y20mm/raster_log_2025-09-08 13:12:01.354_z15mm_x360mm_y20mm_ocr.csv,16
0.36,0.01,0.015,True,1.0,0.02062,2025-09-08 13:18:20.763,2025-09-08 13:18:29.491,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x360mm_y10mm/raster_log_2025-09-08 13:12:01.354_z15mm_x360mm_y10mm_ocr.csv,16
0.36,0.0,0.015,True,1.0,0.01803,2025-09-08 13:18:29.495,2025-09-08 13:18:38.225,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x360mm_y0mm/raster_log_2025-09-08 13:12:01.354_z15mm_x360mm_y0mm_ocr.csv,16
0.37,0.0,0.015,True,1.0,0.025,2025-09-08 13:18:38.229,2025-09-08 13:18:46.957,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x370mm_y0mm/raster_log_2025-09-08 13:12:01.354_z15mm_x370mm_y0mm_ocr.csv,16
0.37,0.01,0.015,True,1.0,0.02693,2025-09-08 13:18:46.961,2025-09-08 13:18:55.625,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x370mm_y10mm/raster_log_2025-09-08 13:12:01.354_z15mm_x370mm_y10mm_ocr.csv,16
0.37,0.02,0.015,True,1.0,0.03202,2025-09-08 13:18:55.629,2025-09-08 13:19:04.358,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x370mm_y20mm/raster_log_2025-09-08 13:12:01.354_z15mm_x370mm_y20mm_ocr.csv,16
0.37,0.03,0.015,True,1.0,0.03905,2025-09-08 13:19:04.363,2025-09-08 13:19:13.025,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x370mm_y30mm/raster_log_2025-09-08 13:12:01.354_z15mm_x370mm_y30mm_ocr.csv,16
0.38,0.03,0.015,True,1.0,0.045,2025-09-08 13:19:13.029,2025-09-08 13:19:21.758,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x380mm_y30mm/raster_log_2025-09-08 13:12:01.354_z15mm_x380mm_y30mm_ocr.csv,16
0.38,0.02,0.015,True,1.0,0.03905,2025-09-08 13:19:21.762,2025-09-08 13:19:30.425,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x380mm_y20mm/raster_log_2025-09-08 13:12:01.354_z15mm_x380mm_y20mm_ocr.csv,16
0.38,0.01,0.015,True,1.0,0.035,2025-09-08 13:19:30.429,2025-09-08 13:19:39.090,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x380mm_y10mm/raster_log_2025-09-08 13:12:01.354_z15mm_x380mm_y10mm_ocr.csv,16
0.38,0.0,0.015,True,1.0,0.03354,2025-09-08 13:19:39.094,2025-09-08 13:19:47.756,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z15mm/x380mm_y0mm/raster_log_2025-09-08 13:12:01.354_z15mm_x380mm_y0mm_ocr.csv,16
