idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:50:16.495236,0.001,,,"2150 7

.68501743604

2200 ...:
1
4
.5

:
7
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:16.493_000.png
2,2025-08-25T13:50:17.500829,1.004,,,"2150 7

.68501743604

2200 ...:
1
4
.5

:
7
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:17.498_001.png
3,2025-08-25T13:50:18.493916,2.004,,,"2150 7

.68501743604

2200 ...:
1
4
.5

:
7
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:18.491_002.png
4,2025-08-25T13:50:19.504890,3.004,,,"2150 7

.68501743604

2200 ...:
1
4
.5

:
7
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:19.502_003.png
5,2025-08-25T13:50:20.514086,4.004,,,"2150 7

.68501743604

2200 ...:
1
4
.5

:
7
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:20.511_004.png
6,2025-08-25T13:50:21.496378,5.004,,,"2150 7

.68501743604

2200 ...:
1
4
.5

:
7
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:21.493_005.png
7,2025-08-25T13:50:22.502113,6.004,,,"2150 7

.68501743604

2200 ...:
1
4
.5

:
7
0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:22.499_006.png
8,2025-08-25T13:50:23.637482,7.004,,,"2150 7

2 4 .68501743604

2200 ...:
1
4
.5
012

:8024

7

2

8

0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:23.635_007.png
9,2025-08-25T13:50:24.623834,8.003,,,"2150 7

2 4 .68501743604

2200 ...:
1
4
.5
012

:8024

7

2

8

0",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x400mm_y50mm/raster_log_2025-08-25 13:48:23.856_z200mm_x400mm_y50mm_2025-08-25 13:50:24.621_008.png
