idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:49:56.753292,0.001,,,"2150 7
2 4 .68501743604
...:
1
4
.5
012
:8024

7

2

8

0

28",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:49:56.751_000.png
2,2025-08-25T13:49:57.743944,1.003,,,"2150 7

2 4 .68501743604

2200 ...:
1
4
.5
012

:8024

7

2

8

0

28",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:49:57.741_001.png
3,2025-08-25T13:49:58.577847,2.003,,,"2150 7
0:
2200 ...:
1
4
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:49:58.575_002.png
4,2025-08-25T13:49:59.583047,3.004,,,"2150 7
0:
2200 ...:
1
4
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:49:59.579_003.png
5,2025-08-25T13:50:00.578846,4.004,,,"2150 7
0:
2200 ...:
1
4
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:50:00.576_004.png
6,2025-08-25T13:50:01.581203,5.004,,,"2150 7
0:
2200 ...:
1
4
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:50:01.579_005.png
7,2025-08-25T13:50:02.582449,6.002,,,"2150 7
0:
2200 ...:
1
4
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:50:02.580_006.png
8,2025-08-25T13:50:03.583032,7.004,,,"2150 7
0:
2200 ...:
1
4
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:50:03.580_007.png
9,2025-08-25T13:50:04.579234,8.004,,,"2150 7
0:
2200 ...:
1
4
.5
:",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z200mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z200mm_x350mm_y0mm_2025-08-25 13:50:04.577_008.png
