idx,t_iso,elapsed_s,ocr_time,ocr_date,ocr_text,img_path
1,2025-08-25T13:50:51.622589,0.001,,00.0.0002,"2150
2200 :

1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7
.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:51.620_000.png
2,2025-08-25T13:50:52.624724,1.003,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:52.622_001.png
3,2025-08-25T13:50:53.625613,2.003,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:53.623_002.png
4,2025-08-25T13:50:54.618658,3.002,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:54.615_003.png
5,2025-08-25T13:50:55.633679,4.003,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:55.631_004.png
6,2025-08-25T13:50:56.626765,5.003,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:56.624_005.png
7,2025-08-25T13:50:57.628413,6.003,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:57.624_006.png
8,2025-08-25T13:50:58.630054,7.003,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:58.627_007.png
9,2025-08-25T13:50:59.632405,8.003,,00.0.0002,"2150
2200 :
.
2300
1

7

0
100

:8024
7596122546.391222:.215044:0.400.0.00020.150
7

.",/home/hannah_kunze/catkin_ws/raster_results/screenshots/z300mm/x350mm_y0mm/raster_log_2025-08-25 13:48:23.856_z300mm_x350mm_y0mm_2025-08-25 13:50:59.630_008.png
